Experiment,SubNum,Include,rt_0.0,rt_0.1,rt_0.2,rt_0.3,rt_0.4,rt_0.5,rt_0.6,rt_0.7,rt_0.8,rt_0.9,rt_1.0,response_mean_0.0,response_mean_0.1,response_mean_0.2,response_mean_0.3,response_mean_0.4,response_mean_0.5,response_mean_0.6,response_mean_0.7,response_mean_0.8,response_mean_0.9,response_mean_1.0,difference_mean_0.0,difference_mean_0.1,difference_mean_0.2,difference_mean_0.3,difference_mean_0.4,difference_mean_0.5,difference_mean_0.6,difference_mean_0.7,difference_mean_0.8,difference_mean_0.9,difference_mean_1.0,response_std_0.0,response_std_0.1,response_std_0.2,response_std_0.3,response_std_0.4,response_std_0.5,response_std_0.6,response_std_0.7,response_std_0.8,response_std_0.9,response_std_1.0,response_median_0.0,response_median_0.1,response_median_0.2,response_median_0.3,response_median_0.4,response_median_0.5,response_median_0.6,response_median_0.7,response_median_0.8,response_median_0.9,response_median_1.0,difference_median_0.0,difference_median_0.1,difference_median_0.2,difference_median_0.3,difference_median_0.4,difference_median_0.5,difference_median_0.6,difference_median_0.7,difference_median_0.8,difference_median_0.9,difference_median_1.0,response_mad_0.0,response_mad_0.1,response_mad_0.2,response_mad_0.3,response_mad_0.4,response_mad_0.5,response_mad_0.6,response_mad_0.7,response_mad_0.8,response_mad_0.9,response_mad_1.0,key_press_p1_x_0.0,key_press_p1_x_0.1,key_press_p1_x_0.2,key_press_p1_x_0.3,key_press_p1_x_0.4,key_press_p1_x_0.5,key_press_p1_x_0.6,key_press_p1_x_0.7,key_press_p1_x_0.8,key_press_p1_x_0.9,key_press_p1_x_1.0,key_press_p1_y_0.0,key_press_p1_y_0.1,key_press_p1_y_0.2,key_press_p1_y_0.3,key_press_p1_y_0.4,key_press_p1_y_0.5,key_press_p1_y_0.6,key_press_p1_y_0.7,key_press_p1_y_0.8,key_press_p1_y_0.9,key_press_p1_y_1.0,correlation_x_0.0,correlation_x_0.1,correlation_x_0.2,correlation_x_0.3,correlation_x_0.4,correlation_x_0.5,correlation_x_0.6,correlation_x_0.7,correlation_x_0.8,correlation_x_0.9,correlation_x_1.0,correlation_y_0.0,correlation_y_0.1,correlation_y_0.2,correlation_y_0.3,correlation_y_0.4,correlation_y_0.5,correlation_y_0.6,correlation_y_0.7,correlation_y_0.8,correlation_y_0.9,correlation_y_1.0,Sim_x_mean,Sim_x_std,Sim_x_min,Sim_x_max,Sim_y_mean,Sim_y_std,Sim_y_min,Sim_y_max,,,,,,,,,,,
2,15,1,2551.6,2449.6,2384,2130.4,2382.8,2875.6,2138.6,2187.2,1973.4,2077.8,2122.6,0,6.6,8.6,20.2,25.6,28,42,65.2,77.6,88.8,100,0,-3.4,-11.4,-9.8,-14.4,-22,-18,-4.8,-2.4,-1.2,0,0,4.037325848,7.436396977,10.98635517,13.61249426,6.08276253,17.19011344,9.338094024,11.63185282,5.069516742,0,0,7,10,15,19,29,36,62,83,91,100,0,-3,-10,-15,-21,-21,-24,-8,3,1,0,0,2.64,5.68,9.44,9.52,4.8,14,7.04,9.28,4.24,0,19.8,15.4,18.8,17.6,19,22,23.2,20.2,20.2,20.4,22.6,18.4,16,15.6,17.6,18,22.2,20.4,22.8,20.6,21,22.8,-0.025204643,-0.100183825,-0.31021638,-0.000249922,-0.097256838,-0.095448612,-0.02688101,-0.058559335,-0.012000449,-0.057633417,0.039900321,0.029734088,-0.149876119,-0.016150494,-0.076363893,-0.009140101,-0.051484065,-0.043162807,-0.097922525,0.084900364,-0.064373417,0.0266389,7.363636364,2.075997184,3,12,7.236363636,1.655111458,3,10,,,,,,,,,,,
2,16,1,3494,2629.8,2991.2,4997,2583.2,4175.2,3676,2115.8,5116.8,2993.8,4589,0,1.4,6.6,14.6,13.6,21.8,44,51.6,65.8,83.2,93.8,0,-8.6,-13.4,-15.4,-26.4,-28.2,-16,-18.4,-14.2,-6.8,-6.2,0,1.949358869,5.366563146,20.34207462,8.648699324,20.07984064,18.16590212,11.73882447,25.46958971,9.959919678,9.338094024,0,0,8,8,14,24,40,49,69,87,100,0,-10,-12,-22,-26,-26,-20,-21,-11,-3,0,0,1.68,4.48,14.32,6.88,15.44,12.8,7.76,20.24,8.16,7.44,11.4,10.8,6.4,8.8,8.8,8.6,9,8.6,10.4,9.8,12.2,10.8,12.6,6.2,8.8,12.2,9.4,9,9,13,10.4,13.6,-0.074466689,-0.052753848,-0.031616038,0.223593092,0.035520949,0.121086673,0.041417754,0.097056439,-0.050616549,0.104483275,0.091334708,-0.166077356,0.036760592,-0.173123093,-0.249687493,-0.137776453,0.080790003,-0.033300872,-0.150804132,-0.11606381,-0.18082691,-0.001136871,6.690909091,1.425595746,3,9,6.909090909,1.518682754,4,10,,,,,,,,,,,
2,17,1,3341.8,4637,2925.6,2809.6,2631.6,3818,2576,4633.8,5301,3022.8,3077,3.2,3,6.6,13,12.4,43.6,57,85.8,87.4,96,100,3.2,-7,-13.4,-17,-27.6,-6.4,-3,15.8,7.4,6,0,5.630275304,6.708203932,8.734987121,7.810249676,8.933084574,24.12053067,26.2488095,2.949576241,12.07476708,2.915475947,0,0,0,1,18,11,49,52,85,93,95,100,0,-10,-19,-12,-29,-1,-8,15,13,5,0,3.92,4.8,7.12,6.8,5.68,19.28,19.6,2.16,8.56,2.4,0,16,15.6,12.8,12.6,12.4,12.6,13.8,17,14.4,17,13.2,10.6,12.4,8.2,10,9.8,11,12,13.6,11.4,14,13.4,-0.162252541,-0.1033274,-0.062397469,-0.366872463,-0.160884508,-0.1815116,-0.104614485,-0.065061452,-0.148212954,-0.217111144,0.143637969,0.013082888,-0.218518447,-0.224396208,-0.091322345,-0.106048489,-0.130076004,-0.20767888,-0.19908876,-0.158987377,-0.105241506,0.070500385,6.945454545,1.49589787,3,10,6.636363636,1.670702185,3,10,,,,,,,,,,,
2,18,1,2623.6,2809.2,2326.8,2804.2,3048.4,3720.8,2881.4,2810,2703.2,2550,2982.2,0.2,14.4,12.2,11,15,35.4,58.4,69.2,85.4,90.6,99.8,0.2,4.4,-7.8,-19,-25,-14.6,-1.6,-0.8,5.4,0.6,-0.2,0.447213595,16.19567844,8.927485648,8.031189202,6.782329983,13.39029499,8.532291603,11.25610945,4.098780306,5.458937626,0.447213595,0,12,9,7,13,33,60,64,88,92,100,0,2,-11,-23,-27,-17,0,-6,8,2,0,0.32,11.28,6.32,6.8,5.6,10.48,6.72,9.44,3.52,3.84,0.32,19.2,12.8,14.8,11.4,11.6,14.8,13.8,15,17,17,20.8,12.6,10,13,13.4,14.6,14.8,15.2,20,19.6,16.4,20.4,-0.086124744,-0.022499901,-0.158142307,-0.145647443,-0.216914223,-0.07597293,-0.082788969,-0.110380507,-7.47E-05,-0.085753469,0.083488156,-0.12814102,-0.01007402,-0.080156324,-0.190357486,0.023372482,-0.221769122,-0.046022824,-0.080166322,-0.090358792,-0.131132921,-0.004833357,6.854545455,1.747147748,3,10,6.709090909,1.987672446,2,11,,,,,,,,,,,
2,19,1,4631,3321.4,4181.4,4083.8,3057.6,4561.4,3173.6,3331.6,3427.8,3461.4,4177.8,10.8,6,16,12,33.2,42.6,46.4,65.6,72.8,84.6,100,10.8,-4,-4,-18,-6.8,-7.4,-13.6,-4.4,-7.2,-5.4,0,21.98181066,5.656854249,8.485281374,5.744562647,19.22758435,10.87658034,20.95948473,10.16366076,8.467585252,2.966479395,0,0,8,12,11,33,37,46,66,75,85,100,0,-2,-8,-19,-7,-13,-14,-4,-5,-5,0,15.68,4.8,6.4,4.4,14.64,8.72,14.88,8.08,6.64,2.08,0,12,13.4,10.4,16.4,15.4,16,19.8,18.6,20.4,15.6,16.4,25.2,13.4,11,14.4,13,16,19.6,17.6,18.2,19.6,16.8,0.014199599,-0.061664139,-0.064913464,0.01611675,-0.073780477,-0.077792983,-0.116866612,-0.14287528,-0.120728111,0.029647339,0.014544857,-0.001954195,-0.12663323,-0.00020598,0.002310216,-0.05514028,-0.206745997,-0.093534744,0.01944392,-0.017485329,0.037957419,-0.154872212,6.4,1.617038903,3,10,7.218181818,1.583373205,4,11,,,,,,,,,,,
2,20,1,3832.4,3847.2,3379.2,3026,4278.2,4033.4,4605.4,5272.4,3394.6,4708.4,3495.4,0.4,3.6,7.4,10,18.4,41.8,73.2,66,87.6,93.4,100,0.4,-6.4,-12.6,-20,-21.6,-8.2,13.2,-4,7.6,3.4,0,0.894427191,3.435112807,2.792848009,8.831760866,11.8025421,22.04994331,8.584870413,30.49590136,7.092249291,3.130495168,0,0,2,8,9,20,40,75,80,90,95,100,0,-8,-12,-21,-20,-10,15,10,10,5,0,0.64,2.72,2.32,7.2,9.52,14.56,6.56,24.8,5.68,2.72,0,12.8,12.6,10.2,11.2,11.4,8.8,4.4,5.4,6.2,7,7.2,4.4,4.4,5.6,4.8,9.2,4.6,3.8,4.8,4.6,4.4,4.2,-0.084119872,-0.101384118,-0.033355415,-0.172674855,-0.061439315,0.121123129,-0.062334083,0.0694565,-0.108805618,0.215803783,0.065309351,-0.094929205,-0.189885537,-0.07563457,0.136483245,0.130393496,0.034254992,0.271324204,0.097079738,0.003330725,0.096204348,0.10726083,7.454545455,1.53741223,5,11,6.927272727,1.43829304,4,10,,,,,,,,,,,
2,21,1,3405.6,4650.6,4377.4,3194.8,6883.8,4255.8,13364.8,3742.2,7669.8,6405.2,4248.4,8.6,19.8,13.4,9.4,11.4,17.4,20.4,23,23.2,32.4,80,8.6,9.8,-6.6,-20.6,-28.6,-32.6,-39.6,-47,-56.8,-57.6,-20,8.018728079,15.10629008,10.01498877,6.767569726,9.989994995,27.29102417,13.46476884,13.7113092,22.06127829,7.700649323,29.44486373,7,10,19,10,6,6,20,21,13,32,99,7,0,-1,-20,-34,-44,-40,-49,-67,-58,-1,5.92,12.96,8.72,5.12,8.48,19.44,8.08,11.2,15.52,5.68,22.8,3,2.4,3,2.8,2,2.4,3.4,2.2,2.6,3.6,3.4,6,3.6,4.8,4.8,3.6,3.8,2.6,2.4,3,4,4.2,-0.116422137,0.069874162,0.010289335,-0.018104159,-0.229998478,0.073872047,0.122455038,0.311128285,0.188538251,-0.007517788,0.023028104,-0.050395014,0.030255839,0.123172184,0.014046083,0.071650208,0.020942889,0.332104277,0.011347589,-0.322592846,-0.188436795,0.192280409,6.418181818,1.911862666,1,10,6.418181818,2.006387108,1,11,,,,,,,,,,,
2,23,1,2283.2,13239.8,2722.6,2538,5462,2379,2311,2243.4,2585.2,2529,2320.4,0,4,13.6,14.2,28,41.6,70.8,76.4,82.8,91.6,100,0,-6,-6.4,-15.8,-12,-8.4,10.8,6.4,2.8,1.6,0,0,8.94427191,18.88915032,13.47961424,8.276472679,10.35857133,8.700574694,7.893034904,10.70980859,6.348228099,0,0,0,4,11,30,41,71,73,79,90,100,0,-10,-16,-19,-10,-9,11,3,-1,0,0,0,6.4,14.72,10.64,6.8,6.72,5.84,5.44,8.16,4.72,0,29.4,14.8,9.8,12,10.6,9.8,8.8,6,6.4,8.4,10,21.4,10.8,15,9.4,11,6.8,6.2,6.4,7.2,8,11.2,0.059635627,0.107463489,0.091425265,-0.053956986,0.266862526,0.206172835,-0.010546225,-0.034562895,-0.047881439,0.169207058,0.057724619,-0.074329514,0.061088926,0.065681954,-0.05219085,0.175011538,0.165479968,0.132995048,-0.005895716,-0.143555466,0.29821088,0.005874809,7.054545455,1.736516114,3,11,6.981818182,1.694117372,3,10,,,,,,,,,,,
2,24,1,4861.8,3852.4,5705.6,4812.6,5828.8,4443.4,3520.4,4870.2,6355.8,3627.2,3723.4,3.8,9.4,29.2,18,28,27.6,32.4,34.2,51,78.4,88.6,3.8,-0.6,9.2,-12,-12,-22.4,-27.6,-35.8,-29,-11.6,-11.4,4.7644517,12.23928102,9.093954036,5.244044241,10.93160555,12.11610498,12.23928102,24.40696622,21.58703314,9.154233993,11.9498954,1,4,34,20,26,25,29,20,46,79,90,1,-6,14,-10,-14,-25,-31,-50,-34,-11,-10,4.16,8.88,7.76,4.4,8.8,9.92,9.68,20.24,16.8,6.72,8.08,13.6,11,11.4,11.6,7.6,10,8.2,8.6,9,10,11.6,9.4,11.8,17,12.4,10.6,7.6,5.8,8.4,7.2,8,10.2,0.166644659,-0.188698652,0.168645061,-0.089477442,0.116679963,0.262420153,-0.140591073,0.024427191,-0.130519661,0.148053597,0.07757411,-0.013647268,0.129260556,-0.114133754,0.014786727,0.128670611,0.150942949,-0.15412218,-0.099088151,-0.023040962,-0.086968407,0.087086684,7.090909091,1.983942271,3,12,7.145454545,2.247782297,2,13,,,,,,,,,,,
2,25,1,4214.4,4371,7183.6,5609.6,11189.8,4494.4,7607.2,10953.4,7232,6509,3734.6,1,10.4,27,32.6,30,29.6,43.2,68.6,68.2,83.2,100,1,0.4,7,2.6,-10,-20.4,-16.8,-1.4,-11.8,-6.8,0,2.236067977,7.956129712,22.12464689,17.81291666,21.23676058,16.36459593,16.52876281,18.17415748,17.16682848,12.21474519,0,0,12,13,27,23,24,37,71,65,87,100,0,2,-7,-3,-17,-26,-23,1,-15,-3,0,1.6,6.32,19.2,13.52,15.6,13.92,11.84,13.28,12.24,8.56,0,13.4,5.6,9.4,9.8,11,14.4,17.4,15.4,18.8,12.4,8.8,6.4,4.8,9,9.6,9.4,13,14.6,14.2,11,8.4,6.8,-0.219045378,-0.146922552,-0.125242056,-0.142766901,-0.27354645,-0.219834846,-0.073702765,0.017265952,-0.083574539,-0.127986768,0.141531729,-0.172785476,-0.26755063,-0.157551977,-0.193908911,-0.189201508,0.020816024,-0.197042134,-0.089938875,0.010008384,-0.066489905,-0.055100324,7.054545455,1.637728574,4,11,7,1.56347192,4,11,,,,,,,,,,,
2,26,1,3024,2817.8,3457,2867.6,3369.2,2800.6,2995.6,3628.2,3323.2,3131.2,3935.8,7.4,5.6,8.4,16.6,16,38,40.8,64.8,76.2,79.2,93.8,7.4,-4.4,-11.6,-13.4,-24,-12,-19.2,-5.2,-3.8,-10.8,-6.2,5.941380311,5.899152482,7.162401832,18.95521037,14.26534262,18.9076704,18.61988185,13.02689526,9.523654761,12.43784547,8.786353055,9,2,8,11,12,40,35,60,76,87,99,9,-8,-12,-19,-28,-10,-25,-10,-4,-3,-1,4.72,5.12,4.88,13.36,10,14.4,15.36,10.96,7.44,10.56,7.04,9.4,9.8,8.8,8.4,8,11,6.8,8,13,8.6,13.6,10.2,5,4.4,5.6,4.6,6.8,6,6.8,8.6,7.8,5.8,-0.245010385,-0.156281031,0.247431067,-0.14192938,-0.07280306,0.007422304,-0.192702997,-0.174823301,0.041367188,-0.201360545,0.088007227,0.064442922,0.131183322,0.11970524,0.291152218,0.15270481,0.112315389,-0.02039266,-0.060676026,0.077020974,-0.121878729,-0.152262631,6.527272727,2.007896868,3,10,6.454545455,1.664645239,2,10,,,,,,,,,,,
2,27,1,2731.8,55563,14356.4,19291.4,3111.4,3532.2,20080,29619.2,66407.2,3401.8,12622.2,0.6,9.8,40,31.8,43.4,40.8,70.8,84,93.2,98,100,0.6,-0.2,20,1.8,3.4,-9.2,10.8,14,13.2,8,0,0.894427191,9.808159868,26.67395734,27.77048793,23.8390436,14.51550895,15.67482057,7,4.604345773,4.472135955,0,0,10,48,29,37,50,75,80,90,100,100,0,0,28,-1,-3,0,15,10,10,10,0,0.72,7.84,20,22.56,17.68,12.24,12.64,5.6,3.84,3.2,0,23.8,22.6,17.4,10.4,14.4,19.4,15.6,20.6,16.2,24,20,20.4,15.8,14.6,10.8,14.6,13.6,14,19.6,13.4,21.4,13.8,-0.154774553,-0.207305236,-0.120206898,-0.182590587,-0.101096264,-0.148288807,-0.151287179,-0.048277923,-0.143471182,-0.078617741,-0.117803756,-0.183970637,-0.098337512,-0.066823428,-0.122922545,-0.208187387,-0.205110089,-0.140127021,-0.026315128,-0.069275466,-0.051651584,0.026541531,6.981818182,1.860813334,4,11,6.472727273,1.803849233,3,11,,,,,,,,,,,
2,28,1,2783.2,6120,4672.4,4629.2,4814.6,4440,3727.4,6357.4,4144.8,4782.6,3785,0.2,5.2,3.6,16.4,12.6,20.2,48.2,53.8,73.6,85.8,97.8,0.2,-4.8,-16.4,-13.6,-27.4,-29.8,-11.8,-16.2,-6.4,-4.2,-2.2,0.447213595,5.215361924,2.966479395,11.21605991,8.142481194,18.72698588,25.56755757,25.35152855,20.71955598,10.91787525,4.91934955,0,3,3,18,9,14,65,56,86,91,100,0,-7,-17,-12,-31,-36,5,-14,6,1,0,0.32,4.24,2.32,8.32,5.92,13.84,22.16,20.64,16.08,9.44,3.52,23.6,11.2,12.2,12.8,11.6,10.6,10.2,8.6,10.4,11.4,12.8,14.8,10.8,13.6,14,11.2,12.8,13.4,14,16.8,11.8,13.4,-0.19027333,-0.068571609,-0.034724538,0.148135781,0.034076542,-0.152238027,-0.001942338,0.051912016,-0.036616627,0.051893647,0.058255669,-0.024552417,-0.121081511,0.003185625,-0.123843823,-0.131381478,-0.074353285,0.140306551,-0.071438913,-0.059252193,-0.061763369,0.006834124,7.036363636,1.731661976,4,11,6.727272727,1.520898193,4,11,,,,,,,,,,,
2,29,1,6092.6,4318.4,9457.4,3079.2,3124.4,4366.8,3157,3401.8,3795,4463.2,4429.4,0.4,4.6,9.6,7.2,20.2,28.4,51.2,64.8,73.8,85.4,96.2,0.4,-5.4,-10.4,-22.8,-19.8,-21.6,-8.8,-5.2,-6.2,-4.6,-3.8,0.894427191,8.111719916,12.03328717,5.167204273,19.52434378,8.173126697,19.14941252,10.89495296,24.68197723,11.01362792,3.962322551,0,2,6,9,10,25,60,69,83,87,98,0,-8,-14,-21,-30,-25,0,-1,3,-3,-2,0.64,5.76,8.32,4.16,15.84,6.88,13.68,8.64,17.52,8.32,3.36,7.2,18.4,9.2,11,10.6,9,10,9,8.2,12.6,10.2,12.2,13.6,13.8,8.8,10.4,10.4,8.2,7.2,7.6,12.4,14,-0.083949934,-0.009504698,0.024159911,0.171080083,0.020843098,0.016416614,-0.066446338,0.016538584,0.165582678,-0.125213414,0.068497493,0.060646192,-0.139420587,0.09859681,0.176103022,-0.090443012,0.126552288,-0.089930783,-0.087416525,-0.093552584,-0.121072864,0.149052543,6.690909091,1.597135483,2,10,6.781818182,1.35661492,3,10,,,,,,,,,,,
2,30,1,5029.6,3834.2,4218.8,4635.8,6272.4,4789.8,3989.6,4026.2,4547.4,4819.6,5868.2,2.6,5.4,13.2,10.8,15.8,28,44.2,48.8,78,84.4,96.4,2.6,-4.6,-6.8,-19.2,-24.2,-22,-15.8,-21.2,-2,-5.6,-3.6,4.219004622,4.277849927,11.69187752,7.395944835,15.27088734,18.49324201,26.50848921,18.32211778,7.314369419,14.44991349,6.949820142,1,6,9,10,10,32,43,47,78,81,99,1,-4,-11,-20,-30,-18,-17,-23,-2,-9,-1,2.96,3.52,9.44,5.36,11.36,15.2,20.64,13.76,5.6,12.08,4.96,29.2,34.2,38.8,26.4,19.2,27.8,19,38.2,29.2,41.4,42.8,28.8,23.8,31.2,30.8,26.6,28.4,17.4,21,28.4,41.8,37.8,0.010295986,-0.100654433,0.03702245,0.07979579,0.136623362,0.173669763,-0.177590153,0.082490899,-0.024605629,0.044539112,0.052442343,0.010032239,-0.129197065,-0.213392243,-0.064746713,0.017404436,-0.126885108,0.00816463,0.149837923,-0.044025747,0.007613968,-0.066407574,6.381818182,1.661000469,3,10,6.636363636,1.670702185,3,11,,,,,,,,,,,
2,31,1,3272.8,4071.4,3648.8,4324.8,3476.8,3707.8,3376.4,4100.4,3648.2,4930.8,2989.2,3.8,4.6,7.6,27.4,20.6,20,20,53.2,83.2,71.6,98.6,3.8,-5.4,-12.4,-2.6,-19.4,-30,-40,-16.8,3.2,-18.4,-1.4,8.497058314,4.615192304,8.67755726,23.22283359,32.88312637,17.36375535,33.27912258,9.121403401,14.44645285,28.77151369,0.547722558,0,3,7,31,9,11,8,59,89,79,99,0,-7,-13,1,-31,-39,-52,-11,9,-11,-1,6.08,3.92,6.32,17.92,23.36,12,23.6,7.36,10.56,20.24,0.48,6.4,5.2,5.8,4.8,5.8,4,5.2,3.8,5,5.2,6,4.4,3.2,8.2,5.4,5,4,1.2,3.2,4.6,4.4,4.4,0.010727478,0.181778043,0.120511851,0.164912204,0.018905968,-0.098474167,0.062025027,-0.065711514,0.039892811,-0.063666874,0.022172356,-0.003853829,0.041136159,-0.074884652,-0.030439038,0.154379067,-0.087283253,0.002638317,0.252532038,0.030407707,-0.023025612,-0.060633869,6.727272727,1.840436195,3,11,7.181818182,1.700663368,3,10,,,,,,,,,,,
2,32,1,4186,4641.6,3954.6,3878.8,5262.8,4047.4,3260.8,3220.8,3775.6,3289.4,3550.6,7,16.4,48.6,19.8,32.4,57.6,74.4,86.4,97.8,99.2,99.2,7,6.4,28.6,-10.2,-7.6,7.6,14.4,16.4,17.8,9.2,-0.8,7.874007874,11.73882447,17.35799528,19.40876091,10.73778376,20.44015656,11.01362792,11.65332571,1.643167673,0.836660027,0.836660027,4,15,55,12,37,57,71,87,97,99,99,4,5,35,-18,-3,7,11,17,17,9,-1,5.6,9.28,12.88,15.36,7.52,15.52,8.48,9.12,1.36,0.64,0.64,14.4,14.8,15,14.6,14.8,15.4,18.8,17.8,18,17.4,18,18,16.8,18.2,18,17.4,17.8,21,20.4,20.2,20,20.6,0.036699673,0.01581883,0.038482205,-0.063892821,-0.069543485,-0.016550912,0.054405236,0.078853533,0.06382235,-0.003243287,0.011297659,-0.071651413,-0.009303642,-0.027739871,0.042393823,-0.014852511,0.031231627,-0.006327093,0.028311633,-0.056918926,-0.023615078,-0.027624685,7.072727273,1.50129013,4,10,6.818181818,1.689739286,2,10,,,,,,,,,,,
2,33,1,4203.4,4411.2,4227.6,4149.4,4423.2,3847.2,4139.2,4003.8,4288,4670.6,4461.6,0,9,6.6,35.6,22.4,36.6,57.6,66,68,88,100,0,-1,-13.4,5.6,-17.6,-13.4,-2.4,-4,-12,-2,0,0,12.08304597,2.19089023,33.23853186,13.42758355,22.09751117,13.16434579,9.246621004,13.03840481,8.093207028,0,0,3,5,26,20,39,60,60,70,89,100,0,-7,-15,-4,-20,-11,0,-10,-10,-1,0,0,9.6,1.92,27.52,9.68,16.08,10.48,7.2,10.4,6,0,35,15.6,23,25.2,18.2,12.4,14,7.8,8.2,7.6,6.2,8.6,11,6,5.2,6.4,2.4,3.4,2.6,3,3.2,6.2,0.072391644,0.073269589,0.29920459,0.323019937,0.026990607,0.086507046,-0.173663938,-0.159694735,-0.06413536,-0.109026574,0.070746897,0.023959901,-0.03451147,0.202283889,0.188029839,0.27747215,0.064710968,0.176381907,-0.126024907,-0.021141988,-0.041759742,0.090165603,7.127272727,1.816126785,3,10,7.072727273,1.730494957,3,11,,,,,,,,,,,
2,34,1,3989.6,3797.6,7169.8,5344.2,3800.4,5130.6,4647,3220.4,3541.8,3411.6,3851.4,2,0,2,5.8,25.4,24,39.6,54,86.2,98,100,2,-10,-18,-24.2,-14.6,-26,-20.4,-16,6.2,8,0,4.472135955,0,4.472135955,8.843076388,32.55456957,28.80972058,37.62047315,37.8219513,14.58423807,4.472135955,0,0,0,0,0,18,10,50,50,89,100,100,0,-10,-20,-30,-22,-40,-10,-20,9,10,0,3.2,0,3.2,6.96,23.28,24.8,31.68,28.8,12.16,3.2,0,17,16.4,12,13,10.4,5.8,6.4,4.4,4.2,4.4,4,15.2,16,12.4,15.2,12.6,7.6,5.8,6.8,4.8,6,5.4,0.057370328,-0.059688664,0.092781289,-0.034296393,0.087788378,0.20342804,-0.235216264,-0.193201535,-0.268048847,-0.215981391,0.117767188,-0.039546617,0.045408431,0.061650224,-0.098897164,0.189269373,0.187174003,0.015802416,-0.109993303,0.103173123,-0.009154311,0.054338454,6.309090909,1.561963713,2,10,6.854545455,1.704223314,3,10,,,,,,,,,,,
2,35,1,4993.8,5109.2,4962.2,5580,6962.8,4306.6,5161,4574.8,4042,4148,3931.8,3.2,1.4,21,34.2,49.8,63,57.6,86.8,92.8,99.2,99.6,3.2,-8.6,1,4.2,9.8,13,-2.4,16.8,12.8,9.2,-0.4,6.058052492,3.130495168,37.60319135,26.73387364,39.9149095,37.18198489,26.80111938,11.69187752,10.25670512,1.095445115,0.894427191,1,0,7,29,70,71,65,88,98,100,100,1,-10,-13,-1,30,21,5,18,18,10,0,4.32,2.24,26.8,21.04,34.24,25.2,18.24,9.04,7.84,0.96,0.64,7.4,17.8,14.2,9.8,10.2,7.6,7.8,10.4,11.4,11,12.6,22.8,24,15.2,18,26.8,14,10.6,14.2,13.8,14.4,17,0.053180979,-0.085761325,0.024200856,0.11825403,0.017462287,0.077013009,-0.114180752,0.023510998,0.004222465,-0.092753981,0.124747566,-0.004653402,0.034955258,0.07304034,0.124870756,-0.109208934,0.0389242,-0.123932157,0.008634924,0.121038105,-0.002045027,-0.04231976,6.981818182,1.509119305,4,10,7.072727273,1.63134284,3,11,,,,,,,,,,,
2,36,1,4516.8,5409.8,4309.8,4154.2,4580.2,5471.6,4760,4328.4,5118.8,5228.6,4683.4,4,15.6,39.8,15.6,26.6,39.2,39.8,63.8,65.6,81.6,74.4,4,5.6,19.8,-14.4,-13.4,-10.8,-20.2,-6.2,-14.4,-8.4,-25.6,5.477225575,20.67123605,28.89982699,24.54180107,25.50098037,23.00434742,18.7136314,24.43767583,24.21363252,8.502940668,32.40833226,0,4,50,6,19,37,40,70,60,80,80,0,-6,30,-24,-21,-13,-20,0,-20,-10,-20,4.8,15.52,23.84,17.36,18.32,18.24,12.24,19.44,19.12,6.32,21.92,4.8,5.2,8.8,5.4,4.4,6.6,5,5.2,5.8,5,5.6,5.6,8.2,6.2,5.8,4.6,7.6,5.8,6.6,2.8,7.2,6.4,-0.109036879,0.063483818,-0.014151329,0.002880426,0.173069929,0.215805056,0.002037953,-0.083220934,-0.026790064,0.124066872,0.297248686,0.11388062,0.292733668,-0.000669523,0.073556251,0.154091705,0.196881991,-0.050469374,-0.121535314,-0.122877827,-0.23769396,0.317581404,6.509090909,1.71995615,3,10,6.2,1.568202557,4,10,,,,,,,,,,,
2,37,1,4922.6,5483.8,4400.6,4868,5093.8,4853.6,6418,5119.8,5528.8,5378.4,4813,2.6,8.4,3.6,12.6,19.4,23.8,56.2,62.8,84.8,84.8,98.6,2.6,-1.6,-16.4,-17.4,-20.6,-26.2,-3.8,-7.2,4.8,-5.2,-1.4,2.302172887,9.343446901,3.646916506,11.28273017,14.5361618,18.7669923,21.14710382,17.92205345,13.88164255,12.11197754,1.673320053,3,4,2,9,21,26,50,60,91,88,99,3,-6,-18,-21,-19,-24,-10,-10,11,-2,-1,1.68,8.08,3.12,9.12,11.52,14.24,17.84,14.56,9.92,9.44,1.28,8.4,6.8,12,5.4,5.6,4.8,3.6,5.6,4.6,6,6.2,5,2,4.8,1.8,2.8,3,2.8,4,4.8,4.4,6.6,0.055958917,0.154647979,-0.125100402,0.201280592,0.044351988,-0.076265662,-0.161819633,0.030864313,-0.135037277,0.075052184,-0.051657193,0.075339831,0.113284767,0.268055576,0.122496683,0.153652503,0.102411125,0.157866513,-0.038573187,-0.263674535,0.063917326,0.214189731,6.836363636,1.75080549,3,11,7.145454545,1.470930441,5,10,,,,,,,,,,,
