,SubNum,Include,level_0,index,trial_type,trial_index,time_elapsed,rt,response,control_level,task_id,screen_id,difference,Confidence,Confidence_RT,Key_Release_sim_x,Key_Release_sim_y,Key_Release_p1_x,Key_Release_p1_y,Correlation_x,Correlation_y,block
15,9,0,15,57,survey-likert,57,287929,2354.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,77,2267.0,5.0,8.0,0.0,0.0,0.0,0.0,1
16,9,0,16,81,survey-likert,81,374842,2554.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,66,2092.0,7.0,6.0,0.0,0.0,0.0,0.0,2
19,9,0,19,129,survey-likert,129,569448,4951.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,69,2613.0,3.0,6.0,0.0,0.0,0.0,0.0,3
17,9,0,17,161,survey-likert,161,699183,5176.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,82,17731.0,7.0,8.0,0.0,0.0,0.0,0.0,4
18,9,0,18,233,survey-likert,233,1013238,4563.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,93,2388.0,8.0,6.0,0.0,0.0,0.0,0.0,5
20,9,0,20,45,survey-likert,45,243453,3073.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,100,2145.0,5.0,5.0,0.0,0.0,0.0,0.0,1
24,9,0,24,65,survey-likert,65,315161,2479.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,88,1912.0,6.0,11.0,0.0,0.0,0.0,0.0,2
23,9,0,23,117,survey-likert,117,521165,5200.0,100.0,0.4,question_agency,question_agency_2_Lickert,60.0,7,3516.0,6.0,6.0,0.0,0.0,0.0,0.0,3
22,9,0,22,153,survey-likert,153,668508,3716.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,66,1847.0,5.0,9.0,0.0,0.0,0.0,0.0,4
21,9,0,21,217,survey-likert,217,949365,3525.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,95,1973.0,7.0,5.0,0.0,0.0,0.0,0.0,5
28,9,0,28,33,survey-likert,33,198443,2299.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,100,3062.0,9.0,5.0,0.0,0.0,0.0,0.0,1
29,9,0,29,73,survey-likert,73,345401,4391.0,100.0,0.5,question_agency,question_agency_2_Lickert,50.0,24,3881.0,9.0,4.0,0.0,0.0,0.0,0.0,2
26,9,0,26,133,survey-likert,133,584152,2417.0,100.0,0.5,question_agency,question_agency_2_Lickert,50.0,25,2003.0,11.0,5.0,0.0,0.0,0.0,0.0,3
25,9,0,25,173,survey-likert,173,769911,2665.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,89,3355.0,9.0,8.0,0.0,0.0,0.0,0.0,4
27,9,0,27,237,survey-likert,237,1027459,2761.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,95,1748.0,5.0,8.0,0.0,0.0,0.0,0.0,5
32,9,0,32,37,survey-likert,37,213652,3132.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,100,3794.0,2.0,6.0,0.0,0.0,0.0,0.0,1
33,9,0,33,77,survey-likert,77,360953,2566.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,33,2232.0,6.0,6.0,0.0,0.0,0.0,0.0,2
30,9,0,30,109,survey-likert,109,483336,3081.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,100,8453.0,7.0,8.0,0.0,0.0,0.0,0.0,3
34,9,0,34,185,survey-likert,185,812777,3442.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,97,3271.0,9.0,6.0,0.0,0.0,0.0,0.0,4
31,9,0,31,213,survey-likert,213,934986,2342.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,83,1673.0,7.0,6.0,0.0,0.0,0.0,0.0,5
38,9,0,38,25,survey-likert,25,168183,4425.0,0.0,0.7,question_agency,question_agency_2_Lickert,-70.0,85,4026.0,6.0,4.0,0.0,0.0,0.0,0.0,1
35,9,0,35,101,survey-likert,101,453103,3175.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,16,2638.0,7.0,9.0,0.0,0.0,0.0,0.0,2
36,9,0,36,113,survey-likert,113,503794,2994.0,0.0,0.7,question_agency,question_agency_2_Lickert,-70.0,86,2776.0,7.0,6.0,0.0,0.0,0.0,0.0,3
37,9,0,37,189,survey-likert,189,829223,4155.0,0.0,0.7,question_agency,question_agency_2_Lickert,-70.0,87,14852.0,6.0,10.0,0.0,0.0,0.0,0.0,4
39,9,0,39,209,survey-likert,209,920176,2160.0,0.0,0.7,question_agency,question_agency_2_Lickert,-70.0,75,3455.0,7.0,5.0,0.0,0.0,0.0,0.0,5
42,9,0,42,61,survey-likert,61,301616,2396.0,0.0,0.8,question_agency,question_agency_2_Lickert,-80.0,100,1986.0,6.0,8.0,0.0,0.0,0.0,0.0,1
40,9,0,40,85,survey-likert,85,390668,4716.0,0.0,0.8,question_agency,question_agency_2_Lickert,-80.0,51,3800.0,10.0,9.0,0.0,0.0,0.0,0.0,2
44,9,0,44,137,survey-likert,137,599412,3545.0,0.0,0.8,question_agency,question_agency_2_Lickert,-80.0,61,2711.0,6.0,7.0,0.0,0.0,0.0,0.0,3
43,9,0,43,181,survey-likert,181,798582,2073.0,0.0,0.8,question_agency,question_agency_2_Lickert,-80.0,93,1673.0,6.0,7.0,0.0,0.0,0.0,0.0,4
41,9,0,41,229,survey-likert,229,995753,2265.0,0.0,0.8,question_agency,question_agency_2_Lickert,-80.0,87,3897.0,4.0,5.0,0.0,0.0,0.0,0.0,5
46,9,0,46,21,survey-likert,21,150454,3820.0,0.0,0.9,question_agency,question_agency_2_Lickert,-90.0,100,4028.0,8.0,8.0,0.0,0.0,0.0,0.0,1
48,9,0,48,93,survey-likert,93,421168,2372.0,0.0,0.9,question_agency,question_agency_2_Lickert,-90.0,69,1966.0,6.0,6.0,0.0,0.0,0.0,0.0,2
47,9,0,47,145,survey-likert,145,632524,1938.0,0.0,0.9,question_agency,question_agency_2_Lickert,-90.0,90,2614.0,8.0,9.0,0.0,0.0,0.0,0.0,3
49,9,0,49,177,survey-likert,177,784967,2620.0,0.0,0.9,question_agency,question_agency_2_Lickert,-90.0,80,2140.0,8.0,7.0,0.0,0.0,0.0,0.0,4
45,9,0,45,225,survey-likert,225,978705,3842.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,38,5761.0,10.0,8.0,0.0,0.0,0.0,0.0,5
54,9,0,54,41,survey-likert,41,228657,2178.0,0.0,1.0,question_agency,question_agency_2_Lickert,-100.0,100,2713.0,6.0,6.0,0.0,0.0,0.0,0.0,1
52,9,0,52,105,survey-likert,105,466863,1961.0,0.0,1.0,question_agency,question_agency_2_Lickert,-100.0,100,4232.0,6.0,6.0,0.0,0.0,0.0,0.0,2
50,9,0,50,141,survey-likert,141,613903,2759.0,0.0,1.0,question_agency,question_agency_2_Lickert,-100.0,100,7678.0,7.0,3.0,0.0,0.0,0.0,0.0,3
51,9,0,51,193,survey-likert,193,856887,3623.0,0.0,1.0,question_agency,question_agency_2_Lickert,-100.0,100,8569.0,6.0,10.0,0.0,0.0,0.0,0.0,4
53,9,0,53,205,survey-likert,205,906902,3012.0,0.0,1.0,question_agency,question_agency_2_Lickert,-100.0,100,2030.0,7.0,9.0,0.0,0.0,0.0,0.0,5
3,10,0,3,45,survey-likert,45,166658,2148.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,100,1298.0,8.0,8.0,23.0,26.0,0.0352689958827497,-0.25714278380774014,1
0,10,0,0,73,survey-likert,73,251626,1533.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,100,1388.0,7.0,6.0,14.0,16.0,-0.2550859178137309,0.08860301411698641,2
2,10,0,2,121,survey-likert,121,394288,2089.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,100,2293.0,3.0,4.0,10.0,8.0,-0.19977270894473007,-0.007722660927071784,3
4,10,0,4,173,survey-likert,173,562083,1951.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,65,716.0,7.0,4.0,0.0,0.0,0.0,0.0,4
1,10,0,1,201,survey-likert,201,655419,1569.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,97,1067.0,8.0,10.0,0.0,0.0,0.0,0.0,5
7,10,0,7,57,survey-likert,57,203664,1899.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,100,1575.0,7.0,5.0,18.0,28.0,0.22431792920418317,-0.018919540760781645,1
6,10,0,6,105,survey-likert,105,346251,1710.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,100,1182.0,5.0,4.0,10.0,13.0,-0.14404087160658902,0.18039267803280193,2
8,10,0,8,149,survey-likert,149,482113,1588.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,100,1209.0,9.0,9.0,0.0,0.0,0.0,0.0,3
5,10,0,5,189,survey-likert,189,612961,2694.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,100,1167.0,6.0,7.0,0.0,0.0,0.0,0.0,4
9,10,0,9,229,survey-likert,229,746722,3050.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,33,1273.0,6.0,6.0,0.0,0.0,0.0,0.0,5
14,10,0,14,33,survey-likert,33,130396,2249.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,98,1712.0,7.0,11.0,13.0,9.0,-0.3726501290317114,-0.5175083103446714,1
13,10,0,13,65,survey-likert,65,227750,2566.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,96,913.0,8.0,7.0,17.0,18.0,-0.43362477709297237,0.04288553679275576,2
11,10,0,11,133,survey-likert,133,433313,2310.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,100,1390.0,6.0,6.0,0.0,0.0,0.0,0.0,3
10,10,0,10,169,survey-likert,169,549940,2871.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,100,1434.0,7.0,8.0,0.0,0.0,0.0,0.0,4
12,10,0,12,205,survey-likert,205,668225,2204.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,100,1124.0,7.0,9.0,0.0,0.0,0.0,0.0,5
16,10,0,16,61,survey-likert,61,215353,1514.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,100,1252.0,5.0,6.0,9.0,8.0,-0.1984045453601827,-0.012288068212831084,1
17,10,0,17,93,survey-likert,93,310963,2305.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,99,1183.0,7.0,7.0,15.0,13.0,-0.17245435253367553,-0.12425900212483229,2
18,10,0,18,117,survey-likert,117,381731,1721.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,100,1327.0,7.0,4.0,13.0,16.0,-0.15784413446140114,-0.3025997329747882,3
19,10,0,19,157,survey-likert,157,510607,3785.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,100,1413.0,9.0,6.0,0.0,0.0,0.0,0.0,4
15,10,0,15,221,survey-likert,221,720652,2139.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,80,1025.0,6.0,8.0,0.0,0.0,0.0,0.0,5
22,10,0,22,49,survey-likert,49,180536,3510.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,97,1183.0,7.0,6.0,16.0,11.0,0.0084296895440656,-0.21382555852434618,1
24,10,0,24,69,survey-likert,69,239551,1536.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,39,1196.0,8.0,10.0,12.0,12.0,0.01695671720653807,0.40183910451208554,2
23,10,0,23,113,survey-likert,113,369486,1355.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,100,1614.0,5.0,7.0,7.0,12.0,-0.25309109608925523,-0.18890528826644565,3
20,10,0,20,153,survey-likert,153,496178,3512.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,100,1490.0,9.0,4.0,0.0,0.0,0.0,0.0,4
21,10,0,21,217,survey-likert,217,708114,1667.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,80,1232.0,9.0,6.0,0.0,0.0,0.0,0.0,5
29,10,0,29,25,survey-likert,25,103357,1642.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,100,4116.0,8.0,7.0,11.0,18.0,-0.17139936076526194,-0.0988393697384702,1
27,10,0,27,89,survey-likert,89,298529,1955.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,70,1114.0,6.0,6.0,12.0,13.0,-0.40097786487652937,-0.4565954792540189,2
25,10,0,25,137,survey-likert,137,445422,1337.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,100,1709.0,11.0,9.0,0.0,0.0,0.0,0.0,3
28,10,0,28,193,survey-likert,193,624528,1801.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,100,1624.0,8.0,7.0,0.0,0.0,0.0,0.0,4
26,10,0,26,233,survey-likert,233,758826,1678.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,100,1545.0,5.0,7.0,0.0,0.0,0.0,0.0,5
31,10,0,31,41,survey-likert,41,154488,1396.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,95,1129.0,4.0,7.0,13.0,8.0,0.12551186608838708,-0.2551157900746509,1
33,10,0,33,101,survey-likert,101,334563,1329.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,49,947.0,5.0,5.0,13.0,10.0,0.29730677379925646,-0.5725468228854185,2
34,10,0,34,129,survey-likert,129,420571,1855.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,100,1375.0,9.0,9.0,0.0,0.0,0.0,0.0,3
32,10,0,32,165,survey-likert,165,536026,2470.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,100,1499.0,7.0,7.0,0.0,0.0,0.0,0.0,4
30,10,0,30,209,survey-likert,209,682365,3794.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,99,1800.0,4.0,8.0,0.0,0.0,0.0,0.0,5
39,10,0,39,53,survey-likert,53,192405,2290.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,51,839.0,7.0,8.0,17.0,17.0,-0.26397305390237047,-0.15423368736162116,1
38,10,0,38,81,survey-likert,81,274398,1257.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,89,851.0,7.0,7.0,16.0,24.0,-0.16275170131315916,-0.19202992240009245,2
36,10,0,36,109,survey-likert,109,358242,1636.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,64,634.0,7.0,7.0,12.0,25.0,-0.2791331296934044,-0.21517070990475,3
37,10,0,37,161,survey-likert,161,523148,1874.0,0.0,0.7,question_agency,question_agency_2_Lickert,-70.0,100,1363.0,7.0,6.0,0.0,0.0,0.0,0.0,4
35,10,0,35,237,survey-likert,237,773461,3907.0,0.0,0.7,question_agency,question_agency_2_Lickert,-70.0,100,1624.0,7.0,8.0,0.0,0.0,0.0,0.0,5
44,10,0,44,37,survey-likert,37,143078,2351.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,56,1635.0,6.0,10.0,24.0,16.0,0.20757044725613022,-0.14053367545864717,1
42,10,0,42,97,survey-likert,97,323240,2076.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,69,979.0,6.0,7.0,22.0,14.0,0.038965222633551594,-0.22391247845061607,2
40,10,0,40,125,survey-likert,125,407029,1320.0,0.0,0.8,question_agency,question_agency_2_Lickert,0.0,84,2532.0,7.0,7.0,0.0,0.0,0.0,0.0,3
41,10,0,41,181,survey-likert,181,587369,2078.0,0.0,0.8,question_agency,question_agency_2_Lickert,-80.0,100,1794.0,8.0,6.0,0.0,0.0,0.0,0.0,4
43,10,0,43,213,survey-likert,213,696165,2884.0,0.0,0.8,question_agency,question_agency_2_Lickert,-80.0,100,1279.0,10.0,12.0,0.0,0.0,0.0,0.0,5
47,10,0,47,29,survey-likert,29,117299,1466.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,100,1972.0,7.0,6.0,31.0,31.0,-0.054328003820965524,0.0922771679240361,1
49,10,0,49,77,survey-likert,77,263733,1580.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,100,1145.0,8.0,8.0,30.0,20.0,-0.04366200769839691,0.1630954807000441,2
45,10,0,45,141,survey-likert,141,457935,1610.0,0.0,0.9,question_agency,question_agency_2_Lickert,-90.0,87,1403.0,7.0,5.0,0.0,0.0,0.0,0.0,3
46,10,0,46,177,survey-likert,177,574685,2486.0,0.0,0.9,question_agency,question_agency_2_Lickert,-90.0,100,1070.0,3.0,5.0,0.0,0.0,0.0,0.0,4
48,10,0,48,225,survey-likert,225,732780,1972.0,0.0,0.9,question_agency,question_agency_2_Lickert,-90.0,100,1648.0,9.0,8.0,0.0,0.0,0.0,0.0,5
54,10,0,54,21,survey-likert,21,88864,3519.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,100,4398.0,8.0,8.0,34.0,33.0,-0.08554318994373114,0.11044187733705486,1
51,10,0,51,85,survey-likert,85,286135,1802.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,100,1425.0,6.0,6.0,81.0,23.0,0.07923588162471142,0.14799732037813054,2
50,10,0,50,145,survey-likert,145,469958,1540.0,0.0,1.0,question_agency,question_agency_2_Lickert,-100.0,100,1249.0,6.0,5.0,0.0,0.0,0.0,0.0,3
52,10,0,52,185,survey-likert,185,600158,2022.0,0.0,1.0,question_agency,question_agency_2_Lickert,-100.0,100,1267.0,8.0,7.0,0.0,0.0,0.0,0.0,4
53,10,0,53,197,survey-likert,197,637598,1782.0,0.0,1.0,question_agency,question_agency_2_Lickert,-100.0,99,7498.0,7.0,9.0,0.0,0.0,0.0,0.0,5
1,11,1,1,33,survey-likert,33,127511,1813.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,100,2358.0,9.0,7.0,21.0,8.0,-0.09883484391260088,-0.19996742760173725,1
4,11,1,4,93,survey-likert,93,331686,1504.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,100,1559.0,5.0,5.0,53.0,12.0,0.0711218271773372,0.04747791061337627,2
3,11,1,3,117,survey-likert,117,423109,12787.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,50,1811.0,9.0,10.0,16.0,12.0,0.056486019320263814,0.05134436855961854,3
2,11,1,2,181,survey-likert,181,658578,4978.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,77,1533.0,4.0,5.0,8.0,10.0,0.06979007272860237,-0.0468647291430538,4
0,11,1,0,213,survey-likert,213,767883,1761.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,100,2139.0,7.0,6.0,31.0,9.0,0.0018009112728273307,0.0220208996558359,5
8,11,1,8,61,survey-likert,61,217726,2090.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,49,1214.0,6.0,6.0,18.0,18.0,-0.4152548776431837,0.10373178712785573,1
5,11,1,5,105,survey-likert,105,368265,1896.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,55,3436.0,5.0,4.0,32.0,8.0,0.00522269425257902,-0.5421968106478644,2
9,11,1,9,149,survey-likert,149,533787,1888.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,88,1113.0,9.0,7.0,8.0,73.0,0.16805647435639676,0.14774823025153078,3
7,11,1,7,173,survey-likert,173,622357,2644.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,96,3231.0,6.0,7.0,60.0,14.0,-0.3947279520835851,-0.0670752506404728,4
6,11,1,6,197,survey-likert,197,709575,1735.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,91,2741.0,7.0,10.0,34.0,12.0,-0.1243390319071398,0.09039777145721233,5
14,11,1,14,57,survey-likert,57,204633,2226.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,99,1992.0,10.0,6.0,9.0,19.0,0.23446069817881873,0.29643457881129465,1
12,11,1,12,85,survey-likert,85,307656,3816.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,44,1770.0,6.0,6.0,20.0,4.0,0.13290070837436663,0.11492579875827177,2
11,11,1,11,137,survey-likert,137,493025,3605.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,83,2499.0,6.0,7.0,12.0,8.0,0.015847528735978805,0.26615734498552845,3
10,11,1,10,153,survey-likert,153,547404,3493.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,73,4830.0,9.0,9.0,4.0,84.0,-0.011896993295913674,-0.0016798772059793252,4
13,11,1,13,221,survey-likert,221,795613,3068.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,82,2607.0,7.0,7.0,24.0,16.0,-0.07023727909186397,-0.44904169933774796,5
18,11,1,18,45,survey-likert,45,166303,1768.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,73,1190.0,6.0,7.0,19.0,6.0,-0.05370052497196287,0.03736783212402454,1
19,11,1,19,69,survey-likert,69,245877,5899.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,44,2052.0,9.0,7.0,28.0,13.0,-0.019070234829881783,0.1714583109466084,2
16,11,1,16,129,survey-likert,129,463181,1892.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,53,1606.0,5.0,8.0,18.0,9.0,-0.14170580992026777,-0.2427655332368519,3
15,11,1,15,177,survey-likert,177,642063,7466.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,48,2530.0,8.0,7.0,9.0,10.0,0.05268522085172276,0.20347822195098425,4
17,11,1,17,237,survey-likert,237,850510,1651.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,65,1044.0,2.0,5.0,20.0,4.0,-0.19174559538909505,0.42615046557113045,5
20,11,1,20,21,survey-likert,21,82783,3063.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,86,3519.0,8.0,8.0,17.0,14.0,0.029774616599370047,0.15835370598628268,1
24,11,1,24,65,survey-likert,65,230209,2773.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,73,1341.0,7.0,3.0,15.0,12.0,-0.15964188039322863,-0.42364102586937036,2
23,11,1,23,113,survey-likert,113,398467,2641.0,100.0,0.4,question_agency,question_agency_2_Lickert,60.0,48,2850.0,7.0,8.0,47.0,2.0,-0.09575092150878269,0.10412741169820952,3
22,11,1,22,189,survey-likert,189,684594,1696.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,39,1287.0,5.0,4.0,14.0,8.0,-0.27800770493129373,-0.16218220338634257,4
21,11,1,21,229,survey-likert,229,825488,3052.0,100.0,0.4,question_agency,question_agency_2_Lickert,60.0,59,1411.0,5.0,7.0,7.0,9.0,-0.0050278231401740545,0.12808033866622895,5
26,11,1,26,37,survey-likert,37,141191,2314.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,58,1731.0,6.0,4.0,6.0,19.0,-0.16330881994864127,-0.37490363334784715,1
27,11,1,27,89,survey-likert,89,320022,1588.0,100.0,0.5,question_agency,question_agency_2_Lickert,50.0,53,1146.0,7.0,6.0,31.0,2.0,0.14749154360843889,0.022665956834614035,2
28,11,1,28,141,survey-likert,141,506376,1843.0,100.0,0.5,question_agency,question_agency_2_Lickert,50.0,27,1751.0,7.0,8.0,16.0,17.0,0.0063915202355987796,0.28990651612786467,3
29,11,1,29,165,survey-likert,165,594692,5479.0,100.0,0.5,question_agency,question_agency_2_Lickert,50.0,58,1338.0,7.0,9.0,10.0,6.0,0.11052392774181799,0.35588656549490627,4
25,11,1,25,217,survey-likert,217,780524,2077.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,53,3001.0,8.0,6.0,33.0,20.0,-0.060393905323923795,-0.5254302486299195,5
30,11,1,30,53,survey-likert,53,192137,2813.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,88,1297.0,11.0,9.0,15.0,8.0,0.09610590970922453,0.16563884985265243,1
32,11,1,32,101,survey-likert,101,356069,1479.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,86,1293.0,9.0,8.0,20.0,16.0,0.1284508588527301,-0.05545299488326397,2
31,11,1,31,121,survey-likert,121,436598,2670.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,53,2205.0,4.0,5.0,8.0,9.0,-0.249947528509075,-0.07307536423356112,3
33,11,1,33,193,survey-likert,193,697236,2342.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,83,1763.0,5.0,5.0,14.0,16.0,0.46039796554855106,-0.07797028181605714,4
34,11,1,34,201,survey-likert,201,723751,2430.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,72,6355.0,8.0,8.0,10.0,6.0,0.22271477947733395,0.15318166519218213,5
39,11,1,39,29,survey-likert,29,113363,3826.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,64,3323.0,7.0,6.0,8.0,5.0,-0.26070785924216,-0.01784139668795374,1
37,11,1,37,97,survey-likert,97,344344,2090.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,79,1241.0,9.0,7.0,35.0,22.0,-0.06706717216253959,-0.09134304540298596,2
36,11,1,36,125,survey-likert,125,450412,2603.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,71,2009.0,4.0,6.0,7.0,6.0,-0.2526409104407844,-0.3284709451016755,3
38,11,1,38,161,survey-likert,161,576367,2150.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,76,3837.0,6.0,5.0,6.0,7.0,0.25297240725246756,0.06462022529643252,4
35,11,1,35,233,survey-likert,233,838400,2493.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,84,1452.0,8.0,7.0,7.0,8.0,-0.3117593465063297,-0.06259575587861914,5
42,11,1,42,49,survey-likert,49,178051,1772.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,99,2257.0,8.0,9.0,9.0,11.0,0.05510318370536907,0.2357052700414915,1
44,11,1,44,77,survey-likert,77,276058,6810.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,100,2597.0,6.0,6.0,11.0,13.0,-0.15747021625270605,0.44673945709084095,2
40,11,1,40,145,survey-likert,145,520997,3862.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,99,1896.0,7.0,11.0,4.0,26.0,-0.08443728105966086,-0.15664170419984208,3
41,11,1,41,169,survey-likert,169,607848,2864.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,97,2857.0,4.0,10.0,18.0,12.0,-0.3372422289804674,-0.16131257337932342,4
43,11,1,43,205,survey-likert,205,742446,3333.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,66,1782.0,6.0,6.0,9.0,6.0,0.13183191724513812,0.2503071239217965,5
48,11,1,48,41,survey-likert,41,153728,1789.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,92,1795.0,4.0,6.0,21.0,12.0,0.038890370289351835,-0.07041396122667569,1
46,11,1,46,81,survey-likert,81,293455,5793.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,63,1376.0,7.0,7.0,16.0,10.0,-0.028784290825942346,0.1802908801181383,2
49,11,1,49,133,survey-likert,133,477380,3585.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,98,3027.0,8.0,9.0,11.0,12.0,-0.5074133776879579,-0.05461286230706342,3
47,11,1,47,185,survey-likert,185,672693,3573.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,83,1197.0,6.0,2.0,23.0,22.0,0.055100361374275326,0.11271292424833577,4
45,11,1,45,225,survey-likert,225,810463,3230.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,83,3674.0,7.0,6.0,12.0,11.0,0.4802658905523853,-0.4443959147231059,5
51,11,1,51,25,survey-likert,25,97560,2252.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,100,2968.0,6.0,7.0,23.0,20.0,0.11826784207161614,-0.015069524575635975,1
